횡단보도ID,행정동,읍면동명,시나리오,PET_A_proxy_고위험,PET_B_surrogate_고위험,고령자미완료횡단,차량평균지체_초,차량최대지체_초,평균대기행렬_대,최대대기행렬_대,PET_A_proxy_평균,PET_B_surrogate_평균,사고건수_원본,노인비율,LANES,MAX_SPD,crossing_length_m,ped_green_base_sec,risk_score,PET_A_proxy_count,PET_A_proxy_moderate,PET_A_proxy_safe,PET_B_surrogate_count,PET_B_surrogate_moderate,PET_B_surrogate_safe
9494,신당동,신당동,baseline,0.0,30.333333333333332,10.333333333333334,17.180480494565327,92.5,0.0022747774598632,0.6666666666666666,15.6,-0.7139176665210375,7.0,0.1998197792295562,2.0,50.0,7.0,14.0,6.298197792295562,15.0,0.0,15.0,40.333333333333336,10.0,0.0
9494,신당동,신당동,smart,0.0,9.333333333333334,3.6666666666666665,26.96383276606447,98.5,0.0073345494111623,0.6666666666666666,17.82847222222222,-6.207975345654558,7.0,0.1998197792295562,2.0,50.0,7.0,14.0,6.298197792295562,25.333333333333332,0.0,25.333333333333332,12.666666666666666,3.3333333333333335,0.0
71666,장충동,장충동1가,baseline,29.666666666666668,105.66666666666669,19.0,54.606578679364816,100.0,2.895694444444445,13.0,6.388033825420396,-28.69113905878443,5.0,0.1781831582826607,3.0,50.0,10.5,17.5,5.3818315828266075,254.0,42.333333333333336,182.0,105.66666666666669,0.0,0.0
71666,장충동,장충동1가,smart,41.0,97.66666666666669,15.333333333333334,57.661039432972075,100.0,2.926329365079365,13.0,7.604345241491958,-46.38383434453156,5.0,0.1781831582826607,3.0,50.0,10.5,17.5,5.3818315828266075,281.0,32.666666666666664,207.33333333333337,97.66666666666669,0.0,0.0
8430,신당동,신당동,baseline,42.333333333333336,139.0,30.333333333333332,8.517187695998715,98.16666666666669,0.7878888888888889,6.0,10.22498427177124,-11.8932710345821,5.0,0.1998197792295562,2.0,50.0,7.0,14.0,5.298197792295562,116.66666666666669,20.333333333333332,54.0,155.0,16.0,0.0
8430,신당동,신당동,smart,22.0,97.33333333333331,24.0,8.555594360005088,97.33333333333331,0.8141388888888889,6.0,11.863546176046176,-8.889279189642478,5.0,0.1998197792295562,2.0,50.0,7.0,14.0,5.298197792295562,85.33333333333333,13.0,50.333333333333336,107.66666666666669,10.333333333333334,0.0
