횡단보도ID,행정동,읍면동명,노인비율,baseline_PET_B_고위험,smart_PET_B_고위험,PET_B_고위험_감소율_pct,baseline_고령자미완료,smart_고령자미완료,고령자미완료_감소율_pct,baseline_차량평균지체_sec,smart_차량평균지체_sec,차량평균지체_증가_sec,baseline_최대대기행렬,smart_최대대기행렬,최대대기행렬_증가
9494,신당동,신당동,0.1998197792295562,30.333333333333332,9.333333333333334,69.23076923076923,10.333333333333334,3.6666666666666665,64.51612903225808,17.180480494565327,26.96383276606447,9.783352271499144,0.6666666666666666,0.6666666666666666,0.0
8430,신당동,신당동,0.1998197792295562,139.0,97.33333333333331,29.97601918465229,30.333333333333332,24.0,20.879120879120876,8.517187695998715,8.555594360005088,0.0384066640063736,6.0,6.0,0.0
71666,장충동,장충동1가,0.1781831582826607,105.66666666666669,97.66666666666669,7.570977917981072,19.0,15.333333333333334,19.298245614035086,54.606578679364816,57.661039432972075,3.054460753607259,13.0,13.0,0.0
