횡단보도ID,seed,행정동,읍면동명,시나리오,사고건수_원본,노인비율,LANES,MAX_SPD,crossing_length_m,ped_green_base_sec,risk_score,PET_A_proxy_count,PET_A_proxy_mean,PET_A_proxy_severe,PET_A_proxy_moderate,PET_A_proxy_safe,PET_B_surrogate_count,PET_B_surrogate_mean,PET_B_surrogate_severe,PET_B_surrogate_moderate,PET_B_surrogate_safe,elderly_incomplete_cross,veh_avg_delay_sec,veh_max_delay_sec,queue_avg,queue_max
9628,44,중림동,만리동2가,baseline,5.0,0.1901991313611407,2.0,50.0,7.0,14.0,5.201991313611407,73,3.9904109589041012,47,3,23,0,,0,0,0,0,0.6646666666666667,22.3,0.0008454938310264921,1
9628,42,중림동,만리동2가,smart,5.0,0.1901991313611407,2.0,50.0,7.0,14.0,5.201991313611407,203,4.006403940886705,106,42,55,0,,0,0,0,0,0.7837092731829575,32.1,0.0013157089529404564,1
9628,43,중림동,만리동2가,smart,5.0,0.1901991313611407,2.0,50.0,7.0,14.0,5.201991313611407,181,4.344198895027621,93,22,66,0,,0,0,0,0,0.6357798165137615,21.6,0.0009306365554038963,1
9628,44,중림동,만리동2가,smart,5.0,0.1901991313611407,2.0,50.0,7.0,14.0,5.201991313611407,73,3.9904109589041012,47,3,23,0,,0,0,0,0,0.6646666666666667,22.3,0.0008454938310264921,1
8340,42,장충동,장충동1가,baseline,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826607,19,9.894736842105216,1,3,15,0,,0,0,0,0,0.09847715736040609,4.3,1.8518518518518518e-05,1
8340,43,장충동,장충동1가,baseline,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826607,26,14.561538461538445,2,0,24,0,,0,0,0,0,0.2311926605504587,5.7,5.555555555555556e-05,1
8340,44,장충동,장충동1가,baseline,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826607,23,13.808695652173919,0,2,21,0,,0,0,0,0,0.19601769911504424,4.3,7.407407407407407e-05,1
8340,42,장충동,장충동1가,smart,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826607,19,9.894736842105216,1,3,15,0,,0,0,0,0,0.09847715736040609,4.3,1.8518518518518518e-05,1
8340,43,장충동,장충동1가,smart,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826607,26,14.561538461538445,2,0,24,0,,0,0,0,0,0.2311926605504587,5.7,5.555555555555556e-05,1
8340,44,장충동,장충동1가,smart,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826607,23,13.808695652173919,0,2,21,0,,0,0,0,0,0.19601769911504424,4.3,7.407407407407407e-05,1
