횡단보도ID,행정동,읍면동명,시나리오,PET_A_proxy_고위험,PET_B_surrogate_고위험,고령자미완료횡단,차량평균지체_초,차량최대지체_초,평균대기행렬_대,최대대기행렬_대,PET_A_proxy_평균,PET_B_surrogate_평균,사고건수_원본,노인비율,LANES,MAX_SPD,crossing_length_m,ped_green_base_sec,risk_score,PET_A_proxy_count,PET_A_proxy_moderate,PET_A_proxy_safe,PET_B_surrogate_count,PET_B_surrogate_moderate,PET_B_surrogate_safe
23040,중림동,봉래동2가,baseline,0.0,0.0,0.0,0.0125,0.2,0.0,0.0,,,8.0,0.1901991313611407,2.0,50.0,7.0,14.0,6.701991313611407,0.0,0.0,0.0,0.0,0.0,0.0
23040,중림동,봉래동2가,smart,0.0,0.0,0.0,0.0125,0.2,0.0,0.0,,,8.0,0.1901991313611407,2.0,50.0,7.0,14.0,6.701991313611407,0.0,0.0,0.0,0.0,0.0,0.0
