scenario,scenario_key,seed,cw_id,node_id,distance_from_cw1_m,vehicle_avg_wait_sec,vehicle_max_queue_veh,ped_avg_wait_sec,pet_mean_sec,pet_sample_count,elderly_pet_mean_sec,elderly_pet_sample_count,normal_pet_mean_sec,normal_pet_sample_count,severe_conflicts,medium_conflicts,elderly_severe_conflicts,normal_severe_conflicts,elderly_moderate_conflicts,normal_moderate_conflicts,elderly_incomplete_crossing,normal_incomplete_crossing,elderly_total_pedestrians,normal_total_pedestrians,total_pedestrians,elderly_risk_score,normal_risk_score,total_risk_score,spillback_count
S2,smart_single,44,CW4,N7,250.0,51.0,8,22.951807228915662,7.224719101123595,89,4.785714285714286,14,7.68,75,67,1,12,55,0,1,2,7,36,191,227,0.8333333333333334,0.2879581151832461,0.3744493392070485,0
S2,smart_single,44,CW5,N10,300.0,256.1875,3,0.05829596412556054,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S2,smart_single,44,CW6,N11,360.56,,0,0.059602649006622516,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S2,smart_single,44,CW7,N5,250.0,,0,33.51877934272301,,0,,0,,0,0,0,0,0,0,0,10,28,117,285,402,0.0,0.0,0.0,0
S2,smart_single,44,CW8,N8,427.2,51.11702127659574,0,0.03313253012048193,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S2,smart_single,44,CW9,N1,200.0,52.27272727272727,0,21.496470588235294,36.294520547945204,146,43.31818181818182,22,35.04838709677419,124,14,0,1,13,0,0,4,16,58,329,387,0.04310344827586207,0.03951367781155015,0.040051679586563305,0
S2,smart_single,44,CW10,N12,500.0,,0,28.233676975945016,,0,,0,,0,0,0,0,0,0,0,4,8,36,227,263,0.0,0.0,0.0,0
S3,smart_multi,44,CW1,N2,0.0,43.51219512195122,30,18.470394736842106,0.5302491103202847,281,0.35135135135135137,37,0.5573770491803278,244,255,3,35,220,0,3,1,8,37,244,281,2.364864864864865,0.9016393442622951,1.094306049822064,101
S3,smart_multi,44,CW2,N3,200.0,44.29064039408867,17,24.996763754045308,8.136690647482014,278,7.647058823529412,68,8.295238095238096,210,221,1,55,166,1,0,1,7,68,210,278,2.0220588235294117,0.7904761904761904,1.091726618705036,0
S3,smart_multi,44,CW3,N6,150.0,134.6265060240964,22,13.305389221556887,0.4482758620689655,58,0.25,8,0.48,50,54,1,7,47,1,0,1,3,21,133,154,0.8333333333333334,0.3533834586466165,0.41883116883116883,0
S3,smart_multi,44,CW4,N7,250.0,33.76842105263158,4,22.389558232931726,21.493827160493826,81,27.46153846153846,13,20.352941176470587,68,45,2,6,39,0,2,2,7,36,189,225,0.4166666666666667,0.20634920634920634,0.24,0
S3,smart_multi,44,CW5,N10,300.0,302.0,4,0.053811659192825115,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S3,smart_multi,44,CW6,N11,360.56,,0,0.059602649006622516,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S3,smart_multi,44,CW7,N5,250.0,,0,33.56,,0,,0,,0,0,0,0,0,0,0,8,30,116,285,401,0.0,0.0,0.0,0
S3,smart_multi,44,CW8,N8,427.2,33.744680851063826,0,0.04242424242424243,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S3,smart_multi,44,CW9,N1,200.0,36.89795918367347,0,21.865882352941178,41.66896551724138,145,39.40909090909091,22,42.073170731707314,123,1,0,0,1,0,0,5,13,58,328,386,0.0,0.003048780487804878,0.0025906735751295338,0
S3,smart_multi,44,CW10,N12,500.0,,0,28.18430034129693,,0,,0,,0,0,0,0,0,0,0,1,9,36,227,263,0.0,0.0,0.0,0
S1,baseline,45,CW1,N2,0.0,47.219712525667354,31,18.04885993485342,0.4352517985611511,278,0.6216216216216216,37,0.4066390041493776,241,255,7,34,221,0,7,2,13,37,241,278,2.2972972972972974,0.91701244813278,1.1007194244604317,71
S1,baseline,45,CW2,N3,200.0,51.94647201946472,20,22.512820512820515,5.806228373702422,289,6.328571428571428,70,5.639269406392694,219,244,3,59,185,1,2,6,16,70,219,289,2.107142857142857,0.8447488584474886,1.1505190311418685,0
S1,baseline,45,CW3,N6,150.0,131.92546583850933,22,15.130952380952381,0.7704918032786885,61,0.0,8,0.8867924528301887,53,53,0,8,45,0,0,0,9,21,133,154,0.9523809523809523,0.3383458646616541,0.42207792207792205,0
S1,baseline,45,CW4,N7,250.0,50.2,8,25.81451612903226,5.255813953488372,86,2.4285714285714284,14,5.805555555555555,72,65,2,11,54,0,2,3,14,36,189,225,0.7638888888888888,0.2857142857142857,0.3622222222222222,0
S1,baseline,45,CW5,N10,300.0,287.0,3,0.027149321266968326,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S1,baseline,45,CW6,N11,360.56,,0,0.07260726072607261,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S1,baseline,45,CW7,N5,250.0,,0,30.95271867612293,,0,,0,,0,0,0,0,0,0,0,14,21,117,284,401,0.0,0.0,0.0,0
S1,baseline,45,CW8,N8,427.2,50.329787234042556,0,0.03333333333333333,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
S1,baseline,45,CW9,N1,200.0,61.74545454545454,0,21.19764705882353,41.875,144,49.45454545454545,22,40.50819672131148,122,13,0,1,12,0,0,7,13,59,326,385,0.0423728813559322,0.03680981595092025,0.03766233766233766,0
S1,baseline,45,CW10,N12,500.0,,0,28.082758620689656,,0,,0,,0,0,0,0,0,0,0,2,12,36,226,262,0.0,0.0,0.0,0
