cw_id,metric,metric_label,S1_mean,S1_sd,S1_mean_sd,S2_mean,S2_sd,S2_mean_sd,S3_mean,S3_sd,S3_mean_sd,S2_vs_S1_improvement_pct,S3_vs_S1_improvement_pct,elderly_risk_reduction_rate_pct,normal_risk_reduction_rate_pct,risk_reduction_rate_pct
ALL,elderly_pet_mean_sec,고령자 PET 평균(초),9.341934090637945,1.2407885608396165,9.34±1.24,8.357311374462647,0.7170497408735069,8.36±0.72,11.228349291902504,1.7297465061025137,11.23±1.73,-10.539816558565125,20.192983411808015,,,
ALL,normal_pet_mean_sec,일반 보행자 PET 평균(초),9.4149097508626,0.8462853461868458,9.41±0.85,8.822326910909222,1.099058579247367,8.82±1.10,10.834312822374466,1.8755572883447753,10.83±1.88,-6.29408943510144,15.076119783111242,,,
ALL,severe_conflicts,심각 상충 건수,639.6,5.941380311005179,639.60±5.94,639.2,9.418067742376884,639.20±9.42,598.4,25.185313180502643,598.40±25.19,0.06253908692932728,6.441525953721082,,,
ALL,medium_conflicts,중간 상충 건수,11.4,6.308724118235002,11.40±6.31,14.2,8.136338242723197,14.20±8.14,12.2,7.259476565152615,12.20±7.26,-24.56140350877192,-7.017543859649113,,,
ALL,elderly_severe_conflicts,고령자 심각 상충 건수,114.4,2.408318915758459,114.40±2.41,113.4,2.3021728866442674,113.40±2.30,103.0,4.06201920231798,103.00±4.06,0.8741258741258741,9.965034965034969,,,
ALL,normal_severe_conflicts,일반 보행자 심각 상충 건수,525.2,5.805170109479997,525.20±5.81,525.8,7.328028384224504,525.80±7.33,495.4,23.469128658729534,495.40±23.47,-0.11424219345009692,5.674028941355687,,,
ALL,elderly_incomplete_crossing,고령자 신호 내 횡단 미완료,33.4,5.856620185738529,33.40±5.86,31.4,3.5777087639996634,31.40±3.58,26.0,4.527692569068709,26.00±4.53,5.9880239520958085,22.15568862275449,,,
ALL,normal_incomplete_crossing,일반 보행자 신호 내 횡단 미완료,99.6,7.893034904268446,99.60±7.89,92.2,8.167006795638166,92.20±8.17,81.0,9.1104335791443,81.00±9.11,7.429718875502001,18.67469879518072,,,
ALL,elderly_risk_score,고령자 가중 위험도(1인당),0.7622558316671926,0.01510555908374279,0.76±0.02,0.7543993077111198,0.01577152509212682,0.75±0.02,0.6881935786234225,0.028667314099818847,0.69±0.03,1.0306938470892475,9.716193693367025,1.0306938470892475,,
ALL,normal_risk_score,일반 보행자 위험도(1인당),0.32387439908198123,0.0031225825315811073,0.32±0.00,0.3225337961106182,0.00405549108921329,0.32±0.00,0.3054516535468781,0.014137893628464933,0.31±0.01,0.4139268108757406,5.688237658586858,,0.4139268108757406,
ALL,total_risk_score,통합 위험도(1인당),0.4062467253220029,0.003268918627723621,0.41±0.00,0.40343510897565676,0.005844982535518913,0.40±0.01,0.37719946825541883,0.014127474257222945,0.38±0.01,0.692095756370114,7.15015168271458,,,0.692095756370114
ALL,spillback_count,spillback 발생 횟수,93.6,29.74558790812513,93.60±29.75,174.0,34.022051672408,174.00±34.02,130.8,33.51417610504546,130.80±33.51,-85.89743589743591,-39.743589743589766,,,
