횡단보도ID,행정동,읍면동명,노인비율,baseline_PET_B_고위험,smart_PET_B_고위험,PET_B_고위험_감소율_pct,baseline_고령자미완료,smart_고령자미완료,고령자미완료_감소율_pct,baseline_차량평균지체_sec,smart_차량평균지체_sec,차량평균지체_증가_sec,baseline_최대대기행렬,smart_최대대기행렬,최대대기행렬_증가
8430,신당동,신당동,0.1998197792295562,7.5,4.5,40.0,7.5,1.5,80.0,5.530997013080647,5.8347898856730875,0.3037928725924406,5.5,5.5,0.0
71666,장충동,장충동1가,0.1781831582826607,5.0,4.5,10.0,2.0,0.5,75.0,44.65777547995314,46.05055853359103,1.392783053637892,9.5,9.5,0.0
9494,신당동,신당동,0.1998197792295562,4.0,6.0,-50.0,0.5,2.0,-300.0,6.630238860418657,6.555340050377834,-0.074898810040823,0.5,0.5,0.0
23040,중림동,봉래동2가,0.1901991313611407,0.0,0.0,,0.0,0.0,,14.218827055994025,14.218827055994025,0.0,2.0,2.0,0.0
6122,회현동,남창동,0.2946596858638743,0.0,0.0,,0.0,0.0,,0.7236304489264802,0.7236304489264802,0.0,1.0,1.0,0.0
6213,회현동,남창동,0.2946596858638743,0.0,0.0,,0.0,0.0,,70.21015340771282,70.21015340771282,0.0,1.0,1.0,0.0
125895,신당동,신당동,0.1998197792295562,0.0,0.0,,0.0,0.0,,0.5940594030461601,0.5940594030461601,0.0,1.0,1.0,0.0
9628,중림동,만리동2가,0.1901991313611407,0.0,0.0,,0.0,0.0,,0.7097445448483595,0.7097445448483595,0.0,1.0,1.0,0.0
