횡단보도ID,lon,lat,읍면동명,LANES,ROAD_RANK,MAX_SPD,사고건수,추정AADT,행정동,노인비율,nan_flag,crossing_length_m,ped_green_base,ped_green_elderly,risk_score
14951,126.96845990540275,37.55732529645542,중림동,1.0,104.0,50.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.401991313611407
14954,126.9679909560263,37.557468321542814,중림동,1.0,104.0,30.0,2.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,3.3219913136114068
15151,126.96838519575896,37.55724975487851,만리동1가,1.0,104.0,50.0,1.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.901991313611407
15152,126.96518628728836,37.559045353295566,중림동,1.0,104.0,30.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.3219913136114068
15186,126.967166009441,37.55799090685003,중림동,1.0,104.0,30.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.3219913136114068
15194,126.96801134261656,37.55759064562418,중림동,1.0,104.0,30.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.3219913136114068
15197,126.96515473227856,37.558901166436925,중림동,1.0,104.0,30.0,2.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,3.3219913136114068
15198,126.9680372744122,37.55745105212649,중림동,1.0,104.0,30.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.3219913136114068
15199,126.967942378604,37.55752425945953,중림동,1.0,104.0,30.0,1.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.8219913136114068
15201,126.96885591999812,37.5589845879176,중림동,3.0,104.0,50.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,10.5,17.5,20.125,3.001991313611407
