횡단보도ID,lon,lat,읍면동명,LANES,ROAD_RANK,MAX_SPD,사고건수,추정AADT,행정동,노인비율,nan_flag,crossing_length_m,ped_green_base,ped_green_elderly,risk_score
15205,126.96917493680988,37.559176908368634,중림동,3.0,104.0,50.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,10.5,17.5,20.125,3.001991313611407
15219,126.96620987698373,37.55864286893693,중림동,1.0,104.0,30.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,3.5,10.5,11.375,2.3219913136114068
15225,126.96912015216694,37.55726676175663,중림동,3.0,104.0,50.0,0.0,26875.559786532827,중림동,0.1901991313611407,False,10.5,17.5,20.125,3.001991313611407
9068,127.01974129797448,37.568438677207425,황학동,1.0,104.0,30.0,1.0,26875.559786532827,황학동,0.1717813302883243,False,3.5,10.5,11.375,2.637813302883243
9076,127.01795583249212,37.568326824345675,황학동,1.0,104.0,30.0,0.0,26875.559786532827,황학동,0.1717813302883243,False,3.5,10.5,11.375,2.137813302883243
9096,127.01905761894812,37.5707753771344,황학동,1.0,104.0,30.0,0.0,26875.559786532827,황학동,0.1717813302883243,False,3.5,10.5,11.375,2.137813302883243
9097,127.0189829034485,37.570931009076126,황학동,1.0,104.0,30.0,1.0,26875.559786532827,황학동,0.1717813302883243,False,3.5,10.5,11.375,2.637813302883243
9098,127.01931641520402,37.57088747294607,황학동,1.0,104.0,30.0,3.0,26875.559786532827,황학동,0.1717813302883243,False,3.5,10.5,11.375,3.637813302883243
9103,127.01977791491797,37.56556656656162,신당동,3.0,104.0,50.0,2.0,26875.559786532827,신당동,0.1998197792295562,False,10.5,17.5,20.125,4.0981977922955615
9105,127.01979522542736,37.56579541666139,황학동,1.0,104.0,30.0,1.0,26875.559786532827,황학동,0.1717813302883243,False,3.5,10.5,11.375,2.637813302883243
9115,127.01959679042506,37.565566596765024,신당동,3.0,104.0,50.0,2.0,26875.559786532827,신당동,0.1998197792295562,False,10.5,17.5,20.125,4.0981977922955615
10148,127.00574468075006,37.5601580453782,장충동1가,3.0,104.0,50.0,2.0,26875.559786532827,장충동,0.1781831582826607,False,10.5,17.5,20.125,3.881831582826607
10173,127.01191863431468,37.56094451479095,신당동,1.0,104.0,30.0,0.0,26875.559786532827,신당동,0.1998197792295562,False,3.5,10.5,11.375,2.418197792295562
10174,127.01350947749432,37.56027979914668,신당동,1.0,104.0,30.0,0.0,26875.559786532827,신당동,0.1998197792295562,False,3.5,10.5,11.375,2.418197792295562
10175,127.01364175324932,37.56047430916493,신당동,1.0,104.0,30.0,0.0,26875.559786532827,신당동,0.1998197792295562,False,3.5,10.5,11.375,2.418197792295562
8021,127.00674827852669,37.54771861287365,신당동,2.0,104.0,50.0,1.0,26875.559786532827,신당동,0.1998197792295562,False,7.0,14.0,15.75,3.298197792295562
8022,127.00665344309265,37.54790627828809,신당동,2.0,104.0,50.0,0.0,26875.559786532827,신당동,0.1998197792295562,False,7.0,14.0,15.75,2.798197792295562
8024,127.00666049957992,37.547693025774905,신당동,2.0,104.0,50.0,0.0,26875.559786532827,신당동,0.1998197792295562,False,7.0,14.0,15.75,2.798197792295562
8026,127.00653270104704,37.54766713291384,신당동,2.0,104.0,50.0,0.0,26875.559786532827,신당동,0.1998197792295562,False,7.0,14.0,15.75,2.798197792295562
8028,127.00729291289382,37.54723913196679,신당동,2.0,,50.0,0.0,26875.559786532827,신당동,0.1998197792295562,True,7.0,14.0,15.75,2.798197792295562
